,aic,PCECC96 Fore,GDPC1 Fore,CPIAUCSL Fore,PPIACO Fore,PCECC96,GDPC1,CPIAUCSL,PPIACO
2001-06-01,11.473912611183996,27.860068295229517,83.00487677980013,-0.03327580184504361,1.639623491822349,-14.276,115.11,-0.4334,-1.5334
2001-09-01,11.573904542400744,63.00484434783897,-111.38636074096637,-0.5109531324298373,-0.31602642858724905,9.422,-132.494,-0.7333,-2.8666
2001-12-01,11.638145509824362,37.48356086067729,66.75158586260493,0.1970146101380219,-0.7182967924035024,102.089,91.275,-0.6333,-3.9667
2002-03-01,11.746232546225457,-31.881103028590726,67.27513956195853,0.40975349216179446,-2.173999988341329,-104.824,80.068,0.7,-0.5
2002-06-01,11.821706259165959,50.02635559332612,-48.48277240504417,0.24972536312644084,-1.252641741387286,18.766,-34.993,0.8333,1.9333
2002-09-01,11.882569643481217,-0.2598571773586995,-35.05106111629689,-0.36171328958888704,0.06360867960826311,19.349,-21.23,-0.4334,0.8334
2002-12-01,11.888080090940806,-37.30389523944423,16.73725833640536,0.10714552378161464,1.1286240729723467,-13.189,-38.96,0.1001,1.4
2003-03-01,11.902118042511347,-11.308928291090279,53.50540310944105,0.353433291525137,1.7879661043390072,-9.272,54.261,0.8,4.9666
2003-06-01,11.970057851089873,-23.867776879930638,-44.727355512342044,-0.07297548051969308,2.5991458567397476,60.353,42.068999999999996,-2.1667,-0.8666
2003-09-01,12.184937078046909,13.84120623146628,26.36909813274027,0.37467659328672775,-0.4780246446603974,33.2,116.24,1.6666,0.9
2003-12-01,12.266958881939221,-74.34408471931471,-150.1034481223731,0.06359374884446894,3.085379247397243,-72.578,-72.958,-0.6666,1.1666
2004-03-01,12.294494244398077,54.95152681427975,-3.4129248738602413,-0.5413625517685994,-0.8116274160468,20.59,-85.07,0.8667,2.9667
2004-06-01,12.378198968515997,-18.578801871222854,51.37905941392381,-0.05665230750165323,2.227412507423776,-24.948,32.874,-0.1,4.0667
2004-09-01,12.409845976791368,-2.0171332027422544,-5.521291759696378,-0.23791709199633404,1.6863645428677143,47.115,27.085,-0.2667,1.4333
2004-12-01,12.422988178919313,-19.135998997656834,13.85152352735243,0.1588133865226606,1.9851763318362963,-0.5920000000000001,9.431000000000001,0.8333,2.8333
2005-03-01,12.448105428445727,-47.338919241441886,-60.78439490942446,-0.49952189480277337,2.454884285514399,-48.648,16.834,-1.0666,1.5334
2005-06-01,12.473805037793689,58.47814281505278,-33.37664235022299,0.32024555084853845,0.9525298242024096,55.086000000000006,-93.546,0.3333,2.4666
2005-09-01,12.492523676858493,-18.991663800225595,83.92582886943904,0.11621123420415952,1.8153588571118613,-15.187000000000001,64.092,1.6333,4.1667
2005-12-01,12.581187627002969,-64.34780547642708,-48.51832195792309,-1.1260895457348328,2.1784722822827507,-67.404,-37.729,-1.1,5.6
2006-03-01,12.66481293067993,52.30880219528505,-24.10463245956781,0.3090973242625932,3.3456429856526033,83.34100000000001,105.88600000000001,-0.7999,-1.5333
2006-06-01,12.764359983952698,17.32712398447189,-60.189856504309844,0.6852112234542204,1.0124407337006593,-61.343999999999994,-164.75,0.7666,2.6333
2006-09-01,12.81314971663146,9.896373184031555,35.6685867252268,-0.7131593106289824,1.1512340813293225,10.658,-12.015999999999998,0.1,1.3
2006-12-01,12.845756266007866,4.023483970039948,66.79944256938789,-0.31302642967066197,0.7546345609157814,37.900999999999996,106.897,-2.7334,-2.5667
2007-03-01,13.002167962813592,61.73663404995697,57.09397430469731,1.734335601709485,-1.211439161513686,-41.903,-94.16,2.8171,2.5667
2007-06-01,13.077972164444894,2.6787394161817986,40.856504228941105,-0.5987643102980513,1.3501880607110108,-39.202,52.357,0.3303,6.1333
2007-09-01,13.17139149782835,38.02772871834039,-67.55770692111096,-1.62935290993266,-0.03348927162507105,40.066,-4.104,-1.006,0.8334
2007-12-01,13.18269345045755,-3.911239164952349,8.014795358399503,0.5390717280805033,2.353470867583317,-29.333000000000002,10.575999999999999,1.2427,3.7666
2008-03-01,13.193958060947473,-33.59914313036375,-134.4928531123056,-0.27348210299818493,3.561245891986415,-58.676,-185.813,-0.2707,6.4334
2008-06-01,13.242695797748043,55.74341950970344,135.95798619907598,-0.630833407022059,1.540277579629835,45.625,171.50900000000001,0.488,12.1333
2008-09-01,13.647524384161658,-19.802644532796887,19.140903051651463,0.8869724754417809,7.635039530560591,-97.09299999999999,-166.201,0.5553,4.4667
2008-12-01,13.71019329570901,53.75866290108407,-14.730570540938757,-0.7013367018213376,4.316999030565184,-18.647000000000002,-253.729,-8.3356,-22.4334
2009-03-01,14.615085165940197,294.45432784206855,72.21855105743052,0.3026400906110472,-15.307870573341514,74.80199999999999,166.918,3.5413,-8.5
2009-06-01,14.767785944285095,-2.2913407043820726,163.1358678017809,4.348705399614752,12.480745793080875,-18.686,150.264,2.6003,1.8
2009-09-01,14.792762302976511,100.05932909658875,154.8580335732484,-3.32577288788531,-5.2391582472165785,114.23200000000001,76.928,0.7077,2.5334
2009-12-01,14.879068404767848,-66.57712119938279,34.31286543971946,0.3984245884589592,2.468399629418583,-87.425,111.73100000000001,-0.151,3.0333
2010-03-01,14.89247440089557,-54.934158007384205,-299.4119001185844,0.667839799359612,5.643454187618801,67.344,-107.749,-1.3419999999999999,5.1667
2010-06-01,14.991734717648487,0.8091192374860032,30.91761492957523,1.4551955528408376,5.640049742314433,31.929000000000002,83.045,-0.4207,2.1666
2010-09-01,15.030069358133128,-66.51142166347991,-56.384195503656464,0.23976052639605971,-1.7041432007421902,-9.522,-27.441999999999997,0.7137,0.4
2010-12-01,15.044024610740621,-42.68132752680949,-39.78919498592121,-1.3173372068746505,-2.9249405771418084,-3.537,-36.032,1.1277,3.3667
2011-03-01,15.11754961977475,-44.77238088955016,53.447261742187614,-0.9175050735298077,3.7142545111604313,-24.915,-116.529,0.58,7.9
2011-06-01,15.215876014494413,-10.248669259653944,115.27155703148976,-0.6229934069177588,5.48258757809551,-21.829,150.213,0.1799,7.8
2011-09-01,15.222737009468968,1.4104806390402689,-139.46050744220665,-1.2131622969869935,1.880008458093783,18.469,-116.738,-1.0602,0.1333
2011-12-01,15.232769017974219,-22.481891618061297,-75.4831628362262,-1.3048362859954072,-2.723920059362392,-22.525,187.803,-0.4498,-3.0666
2012-03-01,15.482027788996373,-21.475591007249562,-189.4610607431125,-0.487352192287418,-0.07619250771395292,67.553,-58.096000000000004,0.2641,1.4
2012-06-01,15.49579762614896,3.9079162217938155,59.91618607854474,1.2260391384519966,6.463181658392006,-71.128,-55.922,-0.7967,-0.3667
2012-09-01,15.536685997509114,-5.774461233933735,-117.18640463263633,1.7820466102509376,4.31656910387064,1.65,-47.528999999999996,0.551,0.6
2012-12-01,15.508099370898517,20.89129652539082,-1.935396330976241,-0.2427056952158922,-0.49398276829745136,31.403000000000002,-3.389,0.4953,-0.1333
2013-03-01,15.513947775148099,-15.817301618174511,43.6155307453424,-1.2953426450246195,-2.34619822823535,7.999,125.355,-0.5983,1.3333
2013-06-01,15.510943933395582,10.881300742686596,-83.03417583414952,0.488065131836675,1.306676109995741,-49.335,-123.61,-1.1843,0.3667
2013-09-01,15.600982839331369,67.67293654326654,23.670588007436017,0.8364393059475705,0.8514571363608148,37.238,108.289,1.5093,0.2
2013-12-01,15.58700994589074,-34.49336873576665,-119.50245809830705,-0.5065072601868533,-1.2600327761160004,50.989,3.4589999999999996,-0.3923,-2.2667
2014-03-01,15.610711674221374,-18.359258502313047,54.19268336308806,-0.8047002618791059,-0.31230992744089914,-51.855,-179.07299999999998,0.5956,3.6
2014-06-01,15.67738232083765,-29.761176622979704,142.0686224691432,0.8055503167908216,7.291585423548535,79.441,272.04400000000004,-0.207,2.7
2014-09-01,15.729036807520268,-35.607666328416,-53.101156512331585,0.11464445114845137,1.6585448978850819,-0.802,-19.312,-0.6453,-1.0667
2014-12-01,15.721763047503504,-20.70161365574509,-31.109194966268362,0.6638402838226048,-0.28358051221227154,17.118,-109.68299999999999,-1.196,-6.7
2015-03-01,15.774157525072537,-5.898203003347281,86.51578334375279,0.7335644012884316,-0.2960591175318435,-42.978,38.602,-0.9786,-8.9
2015-06-01,15.795680469286644,60.84511216536639,47.46805312564593,2.0357645391026664,-0.842793052573332,-3.2889999999999997,-6.452999999999999,3.1869,1.5
2015-09-01,15.817727382536807,38.10101507183813,9.217975928323582,0.5048644191277106,4.363179128620351,-3.252,-70.536,-0.6940000000000001,-1.4
2015-12-01,15.828905051674377,30.163044454604453,117.34651775739499,-0.5687015171021699,-1.4166392838617872,-36.975,-51.873000000000005,-0.9153,-6.0666
2016-03-01,15.855990608776459,32.32128047588361,89.78655496754038,0.3297605476108476,-2.048387750809582,40.357,82.257,-0.1003,-3.5667
2016-06-01,15.84280686948251,45.27968123193577,64.42676033074184,0.33962043959677213,0.08002061095493546,-6.92,-5.359,1.7973,3.3667
2016-09-01,15.872635662869971,12.36744586582151,104.44750079164955,-0.24128095344981826,1.3710728923124569,-9.293,13.079,-0.591,1.7
2016-12-01,15.86404745652787,21.95581075161555,8.22869284200104,-0.41848446409803297,-0.7928523373977729,-1.5290000000000001,-6.5,0.44799999999999995,0.0
2017-03-01,15.866155275095323,-0.8668302364171581,-19.615375917124005,-0.7779002143864931,0.06963830032449192,-2.6630000000000003,11.868,0.10300000000000001,4.2
2017-06-01,15.8820659205901,13.637809939125763,-26.52554171732518,-0.1624606059053579,3.9169824926947387,0.415,-5.233,-1.431,1.8666
2017-09-01,15.9125851155718,24.587803470903143,53.948167093376654,0.6061256835991752,-0.08665967592412564,-0.619,46.718,1.0683,0.9
2017-12-01,15.917224934034929,-10.451810040609573,-101.11911330824012,-0.5427278743341852,-1.222885066425236,70.05,16.396,0.6017,1.6667
2018-03-01,16.016843323115815,-59.137605995229436,-48.65696495022904,-0.8154637560744483,2.99412999393107,-90.243,-43.11600000000001,0.07200000000000001,3.1333
2018-06-01,15.966560667797681,6.742506250774081,-5.095800710325744,-0.0793943266897923,4.097115390266151,73.101,44.091,-0.6486,3.7334
2018-09-01,15.97425099191853,-29.287728457235932,-31.5670639675025,0.44601096879855906,2.7576890870950574,-15.68,-25.296,-0.0784,1.2
2018-12-01,15.967925891837101,-12.455118950598552,23.312957288832145,-0.03072506412977713,-1.105006905304835,-64.11,-83.757,-0.3197,-1.1334
2019-03-01,15.977885269528288,41.99346288155128,-0.9392906499660256,-0.6621525636215888,-3.282063959406009,-9.485,92.905,-0.37799999999999995,-2.8333
2019-06-01,16.029871924556318,39.141319546590346,-109.6349113785264,0.3385475469073484,-0.42278687819197325,100.751,-47.193999999999996,1.2757,1.5
